V.CVB PST о б ж е ч ь	о б ж ё г ш и	о б ж е г и
N ESS SG и н г и б и т о р	и н г и б и т о р е	и н г и б и т о р е
N NOM PL к о с и ч к а	к о с и ч к и	к о с и ч к и
N NOM PL к о р о б о ч к а	к о р о б о ч к и	к о р о б о ч к и
N ACC PL ч и н о в н и ц а	ч и н о в н и ц	ч и н о в н и ц
V NFIN п о м е р е щ и т ь с я	п о м е р е щ и т ь с я	п о м е р е щ и т ь с я
N ACC PL н а с т о я щ е е в р е м я	н а с т о я щ и е в р е м е н а	н а с т о я щ е е в р е м я
N DAT PL в с е в ы ш н и й	в с е в ы ш н и м	в с е в ы ш н и я м
V.PTCP PASS PST о ш е л о м и т ь	о ш е л о м л ё н н ы й	о ш е л о м е н н ы й
V FUT 1 SG н а с ы щ а т ь с я	б у д у н а с ы щ а т ь с я	б у д у н а с ы щ а т ь с я
V PST SG FEM и с т р е б л я т ь	и с т р е б л я л а	и с т р е б л я л а
N ACC SG м ы ш е л о в к а	м ы ш е л о в к у	м ы ш е л о в к у
V.PTCP PASS PRS с у б л и м и р о в а т ь	с у б л и м и р у е м ы й	с у б л и м и р у е м ы й
V.PTCP PASS PST н а л о ж и т ь	н а л о ж е н н ы й	н а л о ж ё н н ы й
ADJ ACC INAN PL в е т е р и н а р н ы й	в е т е р и н а р н ы е	в е т е р и н а р н ы е
N DAT SG п а р е й д о л и я	п а р е й д о л и и	п а р е й д о л и и
ADJ NOM NEUT SG а в г у с т е й ш и й	а в г у с т е й ш е е	а в г у с т е й ш е е
V PST SG NEUT у с е к а т ь	у с е к а л о	у с е к а л о
ADJ NEUT SG LGSPEC1 н е с п о к о й н ы й	н е с п о к о й н о	н е с п о к о й н о
N ACC SG л а м п о ч к а	л а м п о ч к у	л а м п о ч к у
N ACC PL п о д х а л и м с т в о	п о д х а л и м с т в а	п о д х а л и м с т в а
ADJ NOM FEM SG к о н с т и т у ц и о н н ы й	к о н с т и т у ц и о н н а я	к о н с т и т у ц и о н н а я
V FUT 3 PL в з м ё т ы в а т ь с я	б у д у т в з м ё т ы в а т ь с я	б у д у т в з м ё т ы в а т ь с я
N DAT PL п о с л е с л о в и е	п о с л е с л о в и я м	п о с л е с л о в и я м
ADJ GEN NEUT SG п я т и з в ё з д н ы й	п я т и з в ё з д н о г о	п я т и з в ё з д н о г о
N ESS SG т о р т и л ь я	т о р т и л ь е	т о р т и л ь е
ADJ ESS MASC SG и н о с т р а н н ы й	и н о с т р а н н о м	и н о с т р а н н о м
ADJ DAT FEM SG в о д о в о з н ы й	в о д о в о з н о й	в о д о в о з н о й
V FUT 1 SG т е ш и т ь	б у д у т е ш и т ь	б у д у т е ш и т ь
V IMP 2 PL в ы к р у т и т ь	в ы к р у т и т е	в ы к р у т и т е
V PRS 1 SG а у к а т ь	а у к а ю	а у к а ю
N INS PL д в о ю р о д н ы й б р а т	д в о ю р о д н ы м и б р а т ь я м и	д в о ю р о д н ы м и б р а т а м и
V PRS 2 SG д ё р г а т ь с я	д ё р г а е ш ь с я	д ё р г а е ш ь с я
N ESS PL з у б н а я н и т ь	з у б н ы х н и т я х	з у б н а я н и т я х
ADJ GEN FEM SG п о р т н о в с к и й	п о р т н о в с к о й	п о р т н о в с к о й
N ESS SG и с х о д	и с х о д е	и с х о д е
ADJ ESS MASC SG д е р е в я н и с т ы й	д е р е в я н и с т о м	д е р е в я н и с т о м
V FUT 2 SG у ч и т ы в а т ь с я	б у д е ш ь у ч и т ы в а т ь с я	б у д е ш ь у ч и т ы в а т ь с я
N DAT PL у м е н ь ш а е м о е	у м е н ь ш а е м ы м	у м е н ь ш а е м ы м
V IMP 2 SG с о о б щ и т ь с я	с о о б щ и с ь	с о о б щ и с ь
N INS PL п у т е ш е с т в е н н и к	п у т е ш е с т в е н н и к а м и	п у т е ш е с т в е н н и к а м и
ADJ ESS PL с о в е щ а т е л ь н ы й	с о в е щ а т е л ь н ы х	с о в е щ а т е л ь н ы х
V FUT 1 SG д о г о в а р и в а т ь с я	б у д у д о г о в а р и в а т ь с я	б у д у д о г о в а р и в а т ь с я
N ESS SG ш е л к о п р я д	ш е л к о п р я д е	ш е л к о п р я д е
N GEN PL к о к о с	к о к о с о в	к о к о с о в
V.CVB PST з а п а с т ь	з а п а в	з а п а с т я
V.PTCP ACT PST д ы х а т ь	д ы х а в ш и й	д ы х а в ш и й
ADJ GEN MASC SG д е б и л ь н ы й	д е б и л ь н о г о	д е б и л ь н о г о
N DAT PL у р о д	у р о д а м	у р о д а м
V PRS 1 PL ц и т и р о в а т ь	ц и т и р у е м	ц и т и р у е м
N DAT SG о п о р о ж н е н и е	о п о р о ж н е н и ю	о п о р о ж н е н и ю
N NOM PL с в е р х д е р ж а в а	с в е р х д е р ж а в ы	с в е р х д е р ж а в ы
V PST SG NEUT п р и к р е п и т ь	п р и к р е п и л о	п р и к р е п и л о
V.PTCP ACT PRS у п о р с т в о в а т ь	у п о р с т в у ю щ и й	у п о р с т в у ю щ и й
V PST SG MASC п о д д е в а т ь	п о д д е в а л	п о д д е в а л
V FUT 2 SG з а м а ч и в а т ь	б у д е ш ь з а м а ч и в а т ь	б у д е ш ь з а м а ч и в а т ь
N INS PL п и з д ё н к а	п и з д ё н к а м и	п и з д ё н к а м и
ADJ NOM MASC SG п о р о ш к о о б р а з н ы й	п о р о ш к о о б р а з н ы й	п о р о ш к о о б р а з н ы й
V FUT 3 PL о т л и в а т ь	б у д у т о т л и в а т ь	б у д у т о т л и в а т ь
V.PTCP PASS PST в с т р о и т ь	в с т р о е н н ы й	в с т р о е н н ы й
N DAT SG к о д е к с	к о д е к с у	к о д е к с у
V.CVB PST р а з в р а т и т ь	р а з в р а т и в	р а з в р а т и в
ADJ MASC SG LGSPEC1 н е с п о д р у ч н ы й	н е с п о д р у ч е н	н е с п о д р у ч е н
ADJ INS MASC SG р а з о в ы й	р а з о в ы м	р а з о в ы м
ADJ ACC ANIM PL б е з ы с х о д н ы й	б е з ы с х о д н ы х	б е з ы с х о д н ы х
N NOM PL п р е л е с т н ы й к в а р к	п р е л е с т н ы е к в а р к и	п р е л е с т н ы е к в а р к и
ADJ GEN NEUT SG п о д д а ю щ и й с я	п о д д а ю щ е г о с я	п о д д а ю щ е г о
V PST PL п о д ы м а т ь	п о д ы м а л и	п о д ы м а л и
ADJ NOM PL с е й с м и ч е с к и й	с е й с м и ч е с к и е	с е й с м и ч е с к и е
ADJ ESS PL т о л к о в ы й	т о л к о в ы х	т о л к о в ы х
N DAT PL к и л о в о л ь т - а м п е р	к и л о в о л ь т - а м п е р а м	к и л о в о л ь т - а м п е р а м
V PST SG FEM к о с н у т ь с я	к о с н у л а с ь	к о с н у л а с ь
V FUT 2 SG п р я н у т ь	п р я н е ш ь	п р я н е ш ь
V FUT 2 PL л а к а т ь	б у д е т е л а к а т ь	б у д е т е л а к а т ь
N DAT SG г о р н и ц а	г о р н и ц е	г о р н и ц е
V NFIN с о з д а т ь с я	с о з д а т ь с я	с о з д а т ь с я
V PST SG FEM г р о м ы х а т ь	г р о м ы х а л а	г р о м ы х а л а
V PRS 1 SG с л и в а т ь с я	с л и в а ю с ь	с л и в а ю с ь
N GEN SG г а р е м	г а р е м а	г а р е м а
V FUT 1 PL с н а ш и в а т ь	б у д е м с н а ш и в а т ь	б у д е м с н а ш и в а т ь
V.PTCP ACT PST з а п а л и в а т ь	з а п а л и в а в ш и й	з а п а л и в а в ш и й
N ACC SG с т и р а н и е	с т и р а н и е	с т и р а н и е
N ESS SG п о м е т а	п о м е т е	п о м е т е
V FUT 1 SG п е р е л а м ы в а т ь	б у д у п е р е л а м ы в а т ь	б у д у п е р е л а м ы в а т ь
ADJ DAT PL в н е ш н и й	в н е ш н и м	в н е ш н и м
V PST SG FEM з а г р я з н и т ь	з а г р я з н и л а	з а г р я з н и л а
V FUT 3 SG с м е р я т ь	с м е р я е т	с м е р я е т
ADJ GEN FEM SG з а к а з н о й	з а к а з н о й	з а к а з н о й
N ACC SG п о л у ч е л о в е к	п о л у ч е л о в е к а	п о л у ч е л о в е к
V FUT 3 SG о т р а б о т а т ь	о т р а б о т а е т	о т р а б о т а е т
V PST PL з а в а л и в а т ь	з а в а л и в а л и	з а в а л и в а л и
V.PTCP PASS PRS г у б и т ь	г у б и м ы й	г у б и м ы й
ADJ INS NEUT SG к р и с т а л л и ч е с к и й	к р и с т а л л и ч е с к и м	к р и с т а л л и ч е с к и м
ADJ DAT FEM SG д в а д ц а т и л е т н и й	д в а д ц а т и л е т н е й	д в а д ц а т и л е т н е й
ADJ INS MASC SG п р е с т и ж н ы й	п р е с т и ж н ы м	п р е с т и ж н ы м
V FUT 1 PL н а м о к н у т ь	н а м о к н е м	н а м о к н е м
V FUT 3 SG п р о л и т ь с я	п р о л ь е т с я	б у д е т п р о л и т ь с я
N NOM SG л и в е н ь	л и в е н ь	л и в е н ь
N INS SG и с к л ю ч е н и е	и с к л ю ч е н и е м	и с к л ю ч е н и е м
ADJ NOM PL и м п е р с к и й	и м п е р с к и е	и м п е р с к и е
V FUT 3 PL о б у з д ы в а т ь	б у д у т о б у з д ы в а т ь	б у д у т о б у з д ы в а т ь
N ESS SG п и а н и с т к а	п и а н и с т к е	п и а н и с т к е
ADJ ESS MASC SG з а и н т е р е с о в а н н ы й	з а и н т е р е с о в а н н о м	з а и н т е р е с о в а н н о м
N ESS PL с в е ж е с т ь	с в е ж е с т я х	с в е ж е с т я х
ADJ FEM SG LGSPEC1 с у х о й	с у х а	с у х а
N NOM PL ф л е г м а	ф л е г м ы	ф л е г м ы
V PST PL н а р е к а т ь	н а р е к а л и	н а р е к а л и
ADJ DAT PL п о р о д и с т ы й	п о р о д и с т ы м	п о р о д и с т ы м
V PST SG FEM о с е д л а т ь	о с е д л а л а	о с е д л а л а
ADJ INS FEM SG м и р о в о з з р е н ч е с к и й	м и р о в о з з р е н ч е с к о й	м и р о в о з з р е н ч е с к о й
N ACC SG о з е р о	о з е р о	о з е р о
V FUT 3 SG п о т р е п а т ь	п о т р е п л е т	б у д е т п о т р е п а т ь
N ESS PL а л ь б о м	а л ь б о м а х	а л ь б о м а х
V FUT 2 PL в о с п е т ь	в о с п о е т е	в о с п е т е
N INS PL о с ё л	о с л а м и	о с ё л а м и
N ACC PL к у б и н к а	к у б и н о к	к у б и н к и
V PST SG FEM з а к а л ы в а т ь	з а к а л ы в а л а	з а к а л ы в а л а
V.CVB PST п о т е п л е т ь	п о т е п л е в	п о т е п л е в
V IMP 2 SG р а з ж и г а т ь	р а з ж и г а й	р а з ж и г а й
N ACC SG п р о т и в о я д и е	п р о т и в о я д и е	п р о т и в о я д и е
N ACC ANIM SG с а м о р о д о к	с а м о р о д к а	с а м о р о д к а
ADJ INS NEUT SG н е у к р о т и м ы й	н е у к р о т и м ы м	н е у к р о т и м ы м
ADJ INS NEUT SG г р е ч е с к и й	г р е ч е с к и м	г р е ч е с к и м
V PST PL з а п а с т и с ь	з а п а с л и с ь	з а п а л и с ь
V PST SG FEM в ы п и л и в а т ь	в ы п и л и в а л а	в ы п и л и в а л а
N INS SG в ы ч е т	в ы ч е т о м	в ы ч е т о м
N ESS SG ш у б к а	ш у б к е	ш у б к е
V FUT 1 PL о з л о б л я т ь	б у д е м о з л о б л я т ь	б у д е м о з л о б л я т ь
V.CVB PST н е м е т ь	н е м е в	н е м е в
ADJ DAT FEM SG м е ж ч е л ю с т н о й	м е ж ч е л ю с т н о й	м е ж ч е л ю с т н о й
N DAT SG н а р е з к а	н а р е з к е	н а р е з к е
V FUT 2 PL п р и м е т и т ь	п р и м е т и т е	п р и м е т и т е
ADJ DAT MASC SG п р а в д и в ы й	п р а в д и в о м у	п р а в д и в о м у
